trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
18486_20251214,16:49:00,16:49:30,94_66076,13,,0,0,
18486_20251214,16:52:00,16:52:30,94_66050,14,,0,0,
18486_20251214,16:54:00,16:54:30,94_66035,15,,0,0,
18486_20251214,16:58:30,16:59:00,94_31005,16,,0,0,
18486_20251214,17:02:00,17:02:00,94_31039,17,,0,0,
18488_20251214,16:36:00,16:36:00,94_61101,0,,0,0,
18488_20251214,16:37:30,16:38:00,94_61093,1,,0,0,
18488_20251214,16:41:00,16:41:30,94_61069,2,,0,0,
18488_20251214,16:43:00,16:43:30,94_61051,3,,0,0,
18488_20251214,16:45:00,16:45:30,94_61044,4,,0,0,
18488_20251214,16:48:30,16:49:00,94_61002,5,,0,0,
18488_20251214,16:51:30,16:52:00,94_60137,6,,0,0,
18488_20251214,16:54:00,16:54:30,94_60111,7,,0,0,
18488_20251214,16:56:00,16:56:30,94_60103,8,,0,0,
18488_20251214,16:59:00,16:59:30,94_60087,9,,0,0,
18488_20251214,17:01:30,17:02:00,94_60095,10,,0,0,
18488_20251214,17:03:30,17:04:00,94_60038,11,,0,0,
18488_20251214,17:05:30,17:06:00,94_60046,12,,0,0,
18488_20251214,17:09:00,17:09:30,94_66076,13,,0,0,
18488_20251214,17:12:00,17:12:30,94_66050,14,,0,0,
18488_20251214,17:14:00,17:14:30,94_66035,15,,0,0,
18488_20251214,17:18:30,17:19:00,94_31005,16,,0,0,
18488_20251214,17:22:00,17:22:00,94_31039,17,,0,0,
18490_20251214,16:46:00,16:46:00,94_61101,0,,0,0,
18490_20251214,16:47:30,16:48:00,94_61093,1,,0,0,
18490_20251214,16:51:00,16:51:30,94_61069,2,,0,0,
18490_20251214,16:53:00,16:53:30,94_61051,3,,0,0,
18490_20251214,16:55:00,16:55:30,94_61044,4,,0,0,
18490_20251214,16:58:30,16:59:00,94_61002,5,,0,0,
18490_20251214,17:01:30,17:02:00,94_60137,6,,0,0,
18490_20251214,17:04:00,17:04:30,94_60111,7,,0,0,
18490_20251214,17:06:00,17:06:30,94_60103,8,,0,0,
18490_20251214,17:09:00,17:09:30,94_60087,9,,0,0,
18490_20251214,17:11:30,17:12:00,94_60095,10,,0,0,
18490_20251214,17:13:30,17:14:00,94_60038,11,,0,0,
18490_20251214,17:15:30,17:16:00,94_60046,12,,0,0,
18490_20251214,17:19:00,17:19:30,94_66076,13,,0,0,
18490_20251214,17:22:00,17:22:30,94_66050,14,,0,0,
18490_20251214,17:24:00,17:24:30,94_66035,15,,0,0,
18490_20251214,17:28:30,17:29:00,94_31005,16,,0,0,
18490_20251214,17:32:00,17:32:00,94_31039,17,,0,0,
18492_20251214,17:06:00,17:06:00,94_61101,0,,0,0,
18492_20251214,17:07:30,17:08:00,94_61093,1,,0,0,
18492_20251214,17:11:00,17:11:30,94_61069,2,,0,0,
18492_20251214,17:13:00,17:13:30,94_61051,3,,0,0,
18492_20251214,17:15:00,17:15:30,94_61044,4,,0,0,
18492_20251214,17:18:30,17:19:00,94_61002,5,,0,0,
18492_20251214,17:21:30,17:22:00,94_60137,6,,0,0,
18492_20251214,17:24:00,17:24:30,94_60111,7,,0,0,
18492_20251214,17:26:00,17:26:30,94_60103,8,,0,0,
18492_20251214,17:29:00,17:29:30,94_60087,9,,0,0,
18492_20251214,17:31:30,17:32:00,94_60095,10,,0,0,
18492_20251214,17:33:30,17:34:00,94_60038,11,,0,0,
18492_20251214,17:35:30,17:36:00,94_60046,12,,0,0,
18492_20251214,17:39:00,17:39:30,94_66076,13,,0,0,
18492_20251214,17:42:00,17:42:30,94_66050,14,,0,0,
18492_20251214,17:44:00,17:44:30,94_66035,15,,0,0,
18492_20251214,17:48:30,17:49:00,94_31005,16,,0,0,
18492_20251214,17:52:00,17:52:00,94_31039,17,,0,0,
18494_20251214,17:16:00,17:16:00,94_61101,0,,0,0,
18494_20251214,17:17:30,17:18:00,94_61093,1,,0,0,
18494_20251214,17:21:00,17:21:30,94_61069,2,,0,0,
18494_20251214,17:23:00,17:23:30,94_61051,3,,0,0,
18494_20251214,17:25:00,17:25:30,94_61044,4,,0,0,
18494_20251214,17:28:30,17:29:00,94_61002,5,,0,0,
18494_20251214,17:31:30,17:32:00,94_60137,6,,0,0,
18494_20251214,17:34:00,17:34:30,94_60111,7,,0,0,
18494_20251214,17:36:00,17:36:30,94_60103,8,,0,0,
18494_20251214,17:39:00,17:39:30,94_60087,9,,0,0,
18494_20251214,17:41:30,17:42:00,94_60095,10,,0,0,
18494_20251214,17:43:30,17:44:00,94_60038,11,,0,0,
18494_20251214,17:45:30,17:46:00,94_60046,12,,0,0,
18494_20251214,17:49:00,17:49:30,94_66076,13,,0,0,
18494_20251214,17:52:00,17:52:30,94_66050,14,,0,0,
18494_20251214,17:54:00,17:54:30,94_66035,15,,0,0,
18494_20251214,17:58:30,17:59:00,94_31005,16,,0,0,
18494_20251214,18:02:00,18:02:00,94_31039,17,,0,0,
18496_20251214,17:36:00,17:36:00,94_61101,0,,0,0,
18496_20251214,17:37:30,17:38:00,94_61093,1,,0,0,
18496_20251214,17:41:00,17:41:30,94_61069,2,,0,0,
18496_20251214,17:43:00,17:43:30,94_61051,3,,0,0,
18496_20251214,17:45:00,17:45:30,94_61044,4,,0,0,
18496_20251214,17:48:30,17:49:00,94_61002,5,,0,0,
18496_20251214,17:51:30,17:52:00,94_60137,6,,0,0,
18496_20251214,17:54:00,17:54:30,94_60111,7,,0,0,
18496_20251214,17:56:00,17:56:30,94_60103,8,,0,0,
18496_20251214,17:59:00,17:59:30,94_60087,9,,0,0,
18496_20251214,18:01:30,18:02:00,94_60095,10,,0,0,
18496_20251214,18:03:30,18:04:00,94_60038,11,,0,0,
18496_20251214,18:05:30,18:06:00,94_60046,12,,0,0,
18496_20251214,18:09:00,18:09:30,94_66076,13,,0,0,
18496_20251214,18:12:00,18:12:30,94_66050,14,,0,0,
18496_20251214,18:14:00,18:14:30,94_66035,15,,0,0,
18496_20251214,18:18:30,18:19:00,94_31005,16,,0,0,
18496_20251214,18:22:00,18:22:00,94_31039,17,,0,0,
18498_20251214,17:46:00,17:46:00,94_61101,0,,0,0,
18498_20251214,17:47:30,17:48:00,94_61093,1,,0,0,
18498_20251214,17:51:00,17:51:30,94_61069,2,,0,0,
18498_20251214,17:53:00,17:53:30,94_61051,3,,0,0,
18498_20251214,17:55:00,17:55:30,94_61044,4,,0,0,
18498_20251214,17:58:30,17:59:00,94_61002,5,,0,0,
18498_20251214,18:01:30,18:02:00,94_60137,6,,0,0,
18498_20251214,18:04:00,18:04:30,94_60111,7,,0,0,
18498_20251214,18:06:00,18:06:30,94_60103,8,,0,0,
18498_20251214,18:09:00,18:09:30,94_60087,9,,0,0,
18498_20251214,18:11:30,18:12:00,94_60095,10,,0,0,
18498_20251214,18:13:30,18:14:00,94_60038,11,,0,0,
18498_20251214,18:15:30,18:16:00,94_60046,12,,0,0,
18498_20251214,18:19:00,18:19:30,94_66076,13,,0,0,
18498_20251214,18:22:00,18:22:30,94_66050,14,,0,0,
18498_20251214,18:24:00,18:24:30,94_66035,15,,0,0,
18498_20251214,18:28:30,18:29:00,94_31005,16,,0,0,
18498_20251214,18:32:00,18:32:00,94_31039,17,,0,0,
18500_20251214,18:06:00,18:06:00,94_61101,0,,0,0,
18500_20251214,18:07:30,18:08:00,94_61093,1,,0,0,
18500_20251214,18:11:00,18:11:30,94_61069,2,,0,0,
18500_20251214,18:13:00,18:13:30,94_61051,3,,0,0,
18500_20251214,18:15:00,18:15:30,94_61044,4,,0,0,
18500_20251214,18:18:30,18:19:00,94_61002,5,,0,0,
18500_20251214,18:21:30,18:22:00,94_60137,6,,0,0,
18500_20251214,18:24:00,18:24:30,94_60111,7,,0,0,
18500_20251214,18:26:00,18:26:30,94_60103,8,,0,0,
18500_20251214,18:29:00,18:29:30,94_60087,9,,0,0,
18500_20251214,18:31:30,18:32:00,94_60095,10,,0,0,
18500_20251214,18:33:30,18:34:00,94_60038,11,,0,0,
18500_20251214,18:35:30,18:36:00,94_60046,12,,0,0,
18500_20251214,18:39:00,18:39:30,94_66076,13,,0,0,
18500_20251214,18:42:00,18:42:30,94_66050,14,,0,0,
18500_20251214,18:44:00,18:44:30,94_66035,15,,0,0,
18500_20251214,18:48:30,18:49:00,94_31005,16,,0,0,
18500_20251214,18:52:00,18:52:00,94_31039,17,,0,0,
18502_20251214,18:16:00,18:16:00,94_61101,0,,0,0,
18502_20251214,18:17:30,18:18:00,94_61093,1,,0,0,
18502_20251214,18:21:00,18:21:30,94_61069,2,,0,0,
18502_20251214,18:23:00,18:23:30,94_61051,3,,0,0,
18502_20251214,18:25:00,18:25:30,94_61044,4,,0,0,
18502_20251214,18:28:30,18:29:00,94_61002,5,,0,0,
18502_20251214,18:31:30,18:32:00,94_60137,6,,0,0,
18502_20251214,18:34:00,18:34:30,94_60111,7,,0,0,
18502_20251214,18:36:00,18:36:30,94_60103,8,,0,0,
18502_20251214,18:39:00,18:39:30,94_60087,9,,0,0,
18502_20251214,18:41:30,18:42:00,94_60095,10,,0,0,
18502_20251214,18:43:30,18:44:00,94_60038,11,,0,0,
18502_20251214,18:45:30,18:46:00,94_60046,12,,0,0,
18502_20251214,18:49:00,18:49:30,94_66076,13,,0,0,
18502_20251214,18:52:00,18:52:30,94_66050,14,,0,0,
18502_20251214,18:54:00,18:54:30,94_66035,15,,0,0,
18502_20251214,18:58:30,18:59:00,94_31005,16,,0,0,
18502_20251214,19:02:00,19:02:00,94_31039,17,,0,0,
18504_20251214,18:36:00,18:36:00,94_61101,0,,0,0,
18504_20251214,18:37:30,18:38:00,94_61093,1,,0,0,
18504_20251214,18:41:00,18:41:30,94_61069,2,,0,0,
18504_20251214,18:43:00,18:43:30,94_61051,3,,0,0,
18504_20251214,18:45:00,18:45:30,94_61044,4,,0,0,
18504_20251214,18:48:30,18:49:00,94_61002,5,,0,0,
18504_20251214,18:51:30,18:52:00,94_60137,6,,0,0,
18504_20251214,18:54:00,18:54:30,94_60111,7,,0,0,
18504_20251214,18:56:00,18:56:30,94_60103,8,,0,0,
18504_20251214,18:59:00,18:59:30,94_60087,9,,0,0,
18504_20251214,19:01:30,19:02:00,94_60095,10,,0,0,
18504_20251214,19:03:30,19:04:00,94_60038,11,,0,0,
18504_20251214,19:05:30,19:06:00,94_60046,12,,0,0,
18504_20251214,19:09:00,19:09:30,94_66076,13,,0,0,
18504_20251214,19:12:00,19:12:30,94_66050,14,,0,0,
18504_20251214,19:14:00,19:14:30,94_66035,15,,0,0,
18504_20251214,19:18:30,19:19:00,94_31005,16,,0,0,
18504_20251214,19:22:00,19:22:00,94_31039,17,,0,0,
18506_20251214,18:46:00,18:46:00,94_61101,0,,0,0,
18506_20251214,18:47:30,18:48:00,94_61093,1,,0,0,
18506_20251214,18:51:00,18:51:30,94_61069,2,,0,0,
18506_20251214,18:53:00,18:53:30,94_61051,3,,0,0,
18506_20251214,18:55:00,18:55:30,94_61044,4,,0,0,
18506_20251214,18:58:30,18:59:00,94_61002,5,,0,0,
18506_20251214,19:01:30,19:02:00,94_60137,6,,0,0,
18506_20251214,19:04:00,19:04:30,94_60111,7,,0,0,
18506_20251214,19:06:00,19:06:30,94_60103,8,,0,0,
18506_20251214,19:09:00,19:09:30,94_60087,9,,0,0,
18506_20251214,19:11:30,19:12:00,94_60095,10,,0,0,
18506_20251214,19:13:30,19:14:00,94_60038,11,,0,0,
18506_20251214,19:15:30,19:16:00,94_60046,12,,0,0,
18506_20251214,19:19:00,19:19:30,94_66076,13,,0,0,
18506_20251214,19:22:00,19:22:30,94_66050,14,,0,0,
18506_20251214,19:24:00,19:24:30,94_66035,15,,0,0,
18506_20251214,19:28:30,19:29:00,94_31005,16,,0,0,
18506_20251214,19:32:00,19:32:00,94_31039,17,,0,0,
18508_20251214,19:06:00,19:06:00,94_61101,0,,0,0,
18508_20251214,19:07:30,19:08:00,94_61093,1,,0,0,
18508_20251214,19:11:00,19:11:30,94_61069,2,,0,0,
18508_20251214,19:13:00,19:13:30,94_61051,3,,0,0,
18508_20251214,19:15:00,19:15:30,94_61044,4,,0,0,
18508_20251214,19:18:30,19:19:00,94_61002,5,,0,0,
18508_20251214,19:21:30,19:22:00,94_60137,6,,0,0,
18508_20251214,19:24:00,19:24:30,94_60111,7,,0,0,
18508_20251214,19:26:00,19:26:30,94_60103,8,,0,0,
18508_20251214,19:29:00,19:29:30,94_60087,9,,0,0,
18508_20251214,19:31:30,19:32:00,94_60095,10,,0,0,
18508_20251214,19:33:30,19:34:00,94_60038,11,,0,0,
18508_20251214,19:35:30,19:36:00,94_60046,12,,0,0,
18508_20251214,19:39:00,19:39:30,94_66076,13,,0,0,
18508_20251214,19:42:00,19:42:30,94_66050,14,,0,0,
18508_20251214,19:44:00,19:44:30,94_66035,15,,0,0,
18508_20251214,19:48:30,19:49:00,94_31005,16,,0,0,
18508_20251214,19:52:00,19:52:00,94_31039,17,,0,0,
18510_20251214,19:16:00,19:16:00,94_61101,0,,0,0,
18510_20251214,19:17:30,19:18:00,94_61093,1,,0,0,
18510_20251214,19:21:00,19:21:30,94_61069,2,,0,0,
18510_20251214,19:23:00,19:23:30,94_61051,3,,0,0,
18510_20251214,19:25:00,19:25:30,94_61044,4,,0,0,
18510_20251214,19:28:30,19:29:00,94_61002,5,,0,0,
18510_20251214,19:31:30,19:32:00,94_60137,6,,0,0,
18510_20251214,19:34:00,19:34:30,94_60111,7,,0,0,
18510_20251214,19:36:00,19:36:30,94_60103,8,,0,0,
18510_20251214,19:39:00,19:39:30,94_60087,9,,0,0,
18510_20251214,19:41:30,19:42:00,94_60095,10,,0,0,
18510_20251214,19:43:30,19:44:00,94_60038,11,,0,0,
18510_20251214,19:45:30,19:46:00,94_60046,12,,0,0,
18510_20251214,19:49:00,19:49:30,94_66076,13,,0,0,
18510_20251214,19:52:00,19:52:30,94_66050,14,,0,0,
18510_20251214,19:54:00,19:54:30,94_66035,15,,0,0,
18510_20251214,19:58:30,19:59:00,94_31005,16,,0,0,
18510_20251214,20:02:00,20:02:00,94_31039,17,,0,0,
18512_20251214,19:36:00,19:36:00,94_61101,0,,0,0,
18512_20251214,19:37:30,19:38:00,94_61093,1,,0,0,
18512_20251214,19:41:00,19:41:30,94_61069,2,,0,0,
18512_20251214,19:43:00,19:43:30,94_61051,3,,0,0,
18512_20251214,19:45:00,19:45:30,94_61044,4,,0,0,
18512_20251214,19:48:30,19:49:00,94_61002,5,,0,0,
18512_20251214,19:51:30,19:52:00,94_60137,6,,0,0,
18512_20251214,19:54:00,19:54:30,94_60111,7,,0,0,
18512_20251214,19:56:00,19:56:30,94_60103,8,,0,0,
18512_20251214,19:59:00,19:59:30,94_60087,9,,0,0,
18512_20251214,20:01:30,20:02:00,94_60095,10,,0,0,
18512_20251214,20:03:30,20:04:00,94_60038,11,,0,0,
18512_20251214,20:05:30,20:06:00,94_60046,12,,0,0,
18512_20251214,20:09:00,20:09:30,94_66076,13,,0,0,
18512_20251214,20:12:00,20:12:30,94_66050,14,,0,0,
18512_20251214,20:14:00,20:14:30,94_66035,15,,0,0,
18512_20251214,20:18:30,20:19:00,94_31005,16,,0,0,
18512_20251214,20:22:00,20:22:00,94_31039,17,,0,0,
18514_20251214,19:56:00,19:56:00,94_61101,0,,0,0,
18514_20251214,19:57:30,19:58:00,94_61093,1,,0,0,
18514_20251214,20:01:00,20:01:30,94_61069,2,,0,0,
18514_20251214,20:03:00,20:03:30,94_61051,3,,0,0,
18514_20251214,20:05:00,20:05:30,94_61044,4,,0,0,
18514_20251214,20:08:30,20:09:00,94_61002,5,,0,0,
18514_20251214,20:11:30,20:12:00,94_60137,6,,0,0,
18514_20251214,20:14:00,20:14:30,94_60111,7,,0,0,
18514_20251214,20:16:00,20:16:30,94_60103,8,,0,0,
18514_20251214,20:19:00,20:19:30,94_60087,9,,0,0,
18514_20251214,20:21:30,20:22:00,94_60095,10,,0,0,
18514_20251214,20:23:30,20:24:00,94_60038,11,,0,0,
18514_20251214,20:25:30,20:26:00,94_60046,12,,0,0,
18514_20251214,20:29:00,20:29:30,94_66076,13,,0,0,
18514_20251214,20:32:00,20:32:30,94_66050,14,,0,0,
18514_20251214,20:34:00,20:34:30,94_66035,15,,0,0,
18514_20251214,20:38:30,20:39:00,94_31005,16,,0,0,
18514_20251214,20:42:00,20:42:00,94_31039,17,,0,0,
18516_20251214,20:06:00,20:06:00,94_61101,0,,0,0,
18516_20251214,20:07:30,20:08:00,94_61093,1,,0,0,
18516_20251214,20:11:00,20:11:30,94_61069,2,,0,0,
18516_20251214,20:13:00,20:13:30,94_61051,3,,0,0,
18516_20251214,20:15:00,20:15:30,94_61044,4,,0,0,
18516_20251214,20:18:30,20:19:00,94_61002,5,,0,0,
18516_20251214,20:21:30,20:22:00,94_60137,6,,0,0,
18516_20251214,20:24:00,20:24:30,94_60111,7,,0,0,
18516_20251214,20:26:00,20:26:30,94_60103,8,,0,0,
18516_20251214,20:29:00,20:29:30,94_60087,9,,0,0,
18516_20251214,20:31:30,20:32:00,94_60095,10,,0,0,
18516_20251214,20:33:30,20:34:00,94_60038,11,,0,0,
18516_20251214,20:35:30,20:36:00,94_60046,12,,0,0,
18516_20251214,20:39:00,20:39:30,94_66076,13,,0,0,
18516_20251214,20:42:00,20:42:30,94_66050,14,,0,0,
18516_20251214,20:44:00,20:44:30,94_66035,15,,0,0,
18516_20251214,20:48:30,20:49:00,94_31005,16,,0,0,
18516_20251214,20:52:00,20:52:00,94_31039,17,,0,0,
18518_20251214,20:16:00,20:16:00,94_61101,0,,0,0,
18518_20251214,20:17:30,20:18:00,94_61093,1,,0,0,
18518_20251214,20:21:00,20:21:30,94_61069,2,,0,0,
18518_20251214,20:23:00,20:23:30,94_61051,3,,0,0,
18518_20251214,20:25:00,20:25:30,94_61044,4,,0,0,
18518_20251214,20:28:30,20:29:00,94_61002,5,,0,0,
18518_20251214,20:31:30,20:32:00,94_60137,6,,0,0,
18518_20251214,20:34:00,20:34:30,94_60111,7,,0,0,
18518_20251214,20:36:00,20:36:30,94_60103,8,,0,0,
18518_20251214,20:39:00,20:39:30,94_60087,9,,0,0,
18518_20251214,20:41:30,20:42:00,94_60095,10,,0,0,
18518_20251214,20:43:30,20:44:00,94_60038,11,,0,0,
18518_20251214,20:45:30,20:46:00,94_60046,12,,0,0,
18518_20251214,20:49:00,20:49:30,94_66076,13,,0,0,
18518_20251214,20:52:00,20:52:30,94_66050,14,,0,0,
18518_20251214,20:54:00,20:54:30,94_66035,15,,0,0,
18518_20251214,20:58:30,20:59:00,94_31005,16,,0,0,
18518_20251214,21:02:00,21:02:00,94_31039,17,,0,0,
18520_20251214,20:36:00,20:36:00,94_61101,0,,0,0,
18520_20251214,20:37:30,20:38:00,94_61093,1,,0,0,
18520_20251214,20:41:00,20:41:30,94_61069,2,,0,0,
18520_20251214,20:43:00,20:43:30,94_61051,3,,0,0,
18520_20251214,20:45:00,20:45:30,94_61044,4,,0,0,
18520_20251214,20:48:30,20:49:00,94_61002,5,,0,0,
18520_20251214,20:51:30,20:52:00,94_60137,6,,0,0,
18520_20251214,20:54:00,20:54:30,94_60111,7,,0,0,
18520_20251214,20:56:00,20:56:30,94_60103,8,,0,0,
18520_20251214,20:59:00,20:59:30,94_60087,9,,0,0,
18520_20251214,21:01:30,21:02:00,94_60095,10,,0,0,
18520_20251214,21:03:30,21:04:00,94_60038,11,,0,0,
18520_20251214,21:05:30,21:06:00,94_60046,12,,0,0,
18520_20251214,21:09:00,21:09:30,94_66076,13,,0,0,
18520_20251214,21:12:00,21:12:30,94_66050,14,,0,0,
18520_20251214,21:14:00,21:14:30,94_66035,15,,0,0,
18520_20251214,21:18:30,21:19:00,94_31005,16,,0,0,
18520_20251214,21:22:00,21:22:00,94_31039,17,,0,0,
18522_20251214,21:06:00,21:06:00,94_61101,0,,0,0,
18522_20251214,21:07:30,21:08:00,94_61093,1,,0,0,
18522_20251214,21:11:00,21:11:30,94_61069,2,,0,0,
18522_20251214,21:13:00,21:13:30,94_61051,3,,0,0,
18522_20251214,21:15:00,21:15:30,94_61044,4,,0,0,
18522_20251214,21:18:30,21:19:00,94_61002,5,,0,0,
18522_20251214,21:21:30,21:22:00,94_60137,6,,0,0,
18522_20251214,21:24:00,21:24:30,94_60111,7,,0,0,
18522_20251214,21:26:00,21:26:30,94_60103,8,,0,0,
18522_20251214,21:29:00,21:29:30,94_60087,9,,0,0,
18522_20251214,21:31:30,21:32:00,94_60095,10,,0,0,
18522_20251214,21:33:30,21:34:00,94_60038,11,,0,0,
18522_20251214,21:35:30,21:36:00,94_60046,12,,0,0,
18522_20251214,21:39:00,21:39:30,94_66076,13,,0,0,
18522_20251214,21:42:00,21:42:30,94_66050,14,,0,0,
18522_20251214,21:44:00,21:44:30,94_66035,15,,0,0,
18522_20251214,21:48:30,21:49:00,94_31005,16,,0,0,
18522_20251214,21:52:00,21:52:00,94_31039,17,,0,0,
18522_20251225,21:06:00,21:06:00,94_61101,0,,0,0,
18522_20251225,21:07:30,21:08:00,94_61093,1,,0,0,
18522_20251225,21:11:00,21:11:30,94_61069,2,,0,0,
18522_20251225,21:13:00,21:13:30,94_61051,3,,0,0,
18522_20251225,21:15:00,21:15:30,94_61044,4,,0,0,
18522_20251225,21:18:30,21:19:00,94_61002,5,,0,0,
18522_20251225,21:21:30,21:22:00,94_60137,6,,0,0,
18522_20251225,21:24:00,21:24:30,94_60111,7,,0,0,
18522_20251225,21:26:00,21:26:30,94_60103,8,,0,0,
18522_20251225,21:29:00,21:29:30,94_60087,9,,0,0,
18522_20251225,21:31:30,21:32:00,94_60095,10,,0,0,
18522_20251225,21:33:30,21:34:00,94_60038,11,,0,0,
18522_20251225,21:35:30,21:36:00,94_60046,12,,0,0,
18522_20251225,21:39:00,21:39:30,94_66076,13,,0,0,
18522_20251225,21:42:00,21:42:30,94_66050,14,,0,0,
18522_20251225,21:44:00,21:44:30,94_66035,15,,0,0,
18522_20251225,21:48:30,21:49:00,94_31005,16,,0,0,
18522_20251225,21:52:00,21:52:00,94_31039,17,,0,0,
18524_20251214,21:36:00,21:36:00,94_61101,0,,0,0,
18524_20251214,21:37:30,21:38:00,94_61093,1,,0,0,
18524_20251214,21:41:00,21:41:30,94_61069,2,,0,0,
18524_20251214,21:43:00,21:43:30,94_61051,3,,0,0,
18524_20251214,21:45:00,21:45:30,94_61044,4,,0,0,
18524_20251214,21:48:30,21:49:00,94_61002,5,,0,0,
18524_20251214,21:51:30,21:52:00,94_60137,6,,0,0,
18524_20251214,21:54:00,21:54:30,94_60111,7,,0,0,
18524_20251214,21:56:00,21:56:30,94_60103,8,,0,0,
18524_20251214,21:59:00,21:59:30,94_60087,9,,0,0,
18524_20251214,22:01:30,22:02:00,94_60095,10,,0,0,
18524_20251214,22:03:30,22:04:00,94_60038,11,,0,0,
18524_20251214,22:05:30,22:06:00,94_60046,12,,0,0,
18524_20251214,22:09:00,22:09:30,94_66076,13,,0,0,
18524_20251214,22:12:00,22:12:30,94_66050,14,,0,0,
18524_20251214,22:14:00,22:14:30,94_66035,15,,0,0,
18524_20251214,22:18:30,22:19:00,94_31005,16,,0,0,
18524_20251214,22:22:00,22:22:00,94_31039,17,,0,0,
18526_20251214,22:06:00,22:06:00,94_61101,0,,0,0,
18526_20251214,22:07:30,22:08:00,94_61093,1,,0,0,
18526_20251214,22:11:00,22:11:30,94_61069,2,,0,0,
18526_20251214,22:13:00,22:13:30,94_61051,3,,0,0,
18526_20251214,22:15:00,22:15:30,94_61044,4,,0,0,
18526_20251214,22:18:30,22:19:00,94_61002,5,,0,0,
18526_20251214,22:21:30,22:22:00,94_60137,6,,0,0,
18526_20251214,22:24:00,22:24:30,94_60111,7,,0,0,
18526_20251214,22:26:00,22:26:30,94_60103,8,,0,0,
18526_20251214,22:29:00,22:29:30,94_60087,9,,0,0,
18526_20251214,22:31:30,22:32:00,94_60095,10,,0,0,
18526_20251214,22:33:30,22:34:00,94_60038,11,,0,0,
18526_20251214,22:35:30,22:36:00,94_60046,12,,0,0,
18526_20251214,22:39:00,22:39:30,94_66076,13,,0,0,
18526_20251214,22:42:00,22:42:30,94_66050,14,,0,0,
18526_20251214,22:44:00,22:44:30,94_66035,15,,0,0,
18526_20251214,22:48:30,22:49:00,94_31005,16,,0,0,
18526_20251214,22:52:00,22:52:00,94_31039,17,,0,0,
18526_20251225,22:06:00,22:06:00,94_61101,0,,0,0,
18526_20251225,22:07:30,22:08:00,94_61093,1,,0,0,
18526_20251225,22:11:00,22:11:30,94_61069,2,,0,0,
18526_20251225,22:13:00,22:13:30,94_61051,3,,0,0,
18526_20251225,22:15:00,22:15:30,94_61044,4,,0,0,
18526_20251225,22:18:30,22:19:00,94_61002,5,,0,0,
18526_20251225,22:21:30,22:22:00,94_60137,6,,0,0,
18526_20251225,22:24:00,22:24:30,94_60111,7,,0,0,
18526_20251225,22:26:00,22:26:30,94_60103,8,,0,0,
18526_20251225,22:29:00,22:29:30,94_60087,9,,0,0,
18526_20251225,22:31:30,22:32:00,94_60095,10,,0,0,
18526_20251225,22:33:30,22:34:00,94_60038,11,,0,0,
18526_20251225,22:35:30,22:36:00,94_60046,12,,0,0,
18526_20251225,22:39:00,22:39:30,94_66076,13,,0,0,
18526_20251225,22:42:00,22:42:30,94_66050,14,,0,0,
18526_20251225,22:44:00,22:44:30,94_66035,15,,0,0,
18526_20251225,22:48:30,22:49:00,94_31005,16,,0,0,
18526_20251225,22:52:00,22:52:00,94_31039,17,,0,0,
18528_20251214,22:36:00,22:36:00,94_61101,0,,0,0,
18528_20251214,22:37:30,22:38:00,94_61093,1,,0,0,
18528_20251214,22:41:00,22:41:30,94_61069,2,,0,0,
18528_20251214,22:43:00,22:43:30,94_61051,3,,0,0,
18528_20251214,22:45:00,22:45:30,94_61044,4,,0,0,
18528_20251214,22:48:30,22:49:00,94_61002,5,,0,0,
18528_20251214,22:51:30,22:52:00,94_60137,6,,0,0,
18528_20251214,22:54:00,22:54:30,94_60111,7,,0,0,
18528_20251214,22:56:00,22:56:30,94_60103,8,,0,0,
18528_20251214,22:59:00,22:59:30,94_60087,9,,0,0,
18528_20251214,23:01:30,23:02:00,94_60095,10,,0,0,
18528_20251214,23:03:30,23:04:00,94_60038,11,,0,0,
18528_20251214,23:05:30,23:06:00,94_60046,12,,0,0,
18528_20251214,23:09:00,23:09:30,94_66076,13,,0,0,
18528_20251214,23:12:00,23:12:30,94_66050,14,,0,0,
18528_20251214,23:14:00,23:14:30,94_66035,15,,0,0,
18528_20251214,23:18:30,23:19:00,94_31005,16,,0,0,
18528_20251214,23:22:00,23:22:00,94_31039,17,,0,0,
18530_20251214,23:06:00,23:06:00,94_61101,0,,0,0,
18530_20251214,23:07:30,23:08:00,94_61093,1,,0,0,
18530_20251214,23:11:00,23:11:30,94_61069,2,,0,0,
18530_20251214,23:13:00,23:13:30,94_61051,3,,0,0,
18530_20251214,23:15:00,23:15:30,94_61044,4,,0,0,
18530_20251214,23:18:30,23:19:00,94_61002,5,,0,0,
18530_20251214,23:21:30,23:22:00,94_60137,6,,0,0,
18530_20251214,23:24:00,23:24:30,94_60111,7,,0,0,
18530_20251214,23:26:00,23:26:30,94_60103,8,,0,0,
18530_20251214,23:29:00,23:29:30,94_60087,9,,0,0,
18530_20251214,23:31:30,23:32:00,94_60095,10,,0,0,
18530_20251214,23:33:30,23:34:00,94_60038,11,,0,0,
18530_20251214,23:35:30,23:36:00,94_60046,12,,0,0,
18530_20251214,23:39:00,23:39:30,94_66076,13,,0,0,
18530_20251214,23:42:00,23:42:30,94_66050,14,,0,0,
18530_20251214,23:44:00,23:44:30,94_66035,15,,0,0,
